source,target
Henry Purkitt,Paul Revere
Edward Proctor,Nathaniel Frothingham
Eben Symmes,James Swan
Benjamin Edes,William Hoskins
Robert Sessions,Thomas Porter
John Hancock,Jos Brackett
Thomas Porter,Eckley
Herman Brimmer,Richard Boynton
Thomas Chase,William Phillips
Mr Chadwell,Thomas Tileston
Henry Broomfield,William Greenleaf
Amos Lincoln,Thomas Urann
John Spurr,Joseph Palmer
John Cochran,Joseph Shed
Eben Johnston,John Hancock
Bos Foster,Samuel Whitwell
Enoch Brown,Henry Broomfield
John Cochran,William Pierce
Edward Cailleteau,Wait Gray
Thomas Webster,William Ham
Abraham Hunt,John Spurr
Phineas Stearns,Thomas Melville
Nat Noyces,William Greenleaf
Edward Proctor,Newn Greenough
Benjamin Edes,William Dennie
Peter Slater,William Molineux
James Otis,John Hancock
Daniel Ingersoll,Jonathan Hunnewell
James Bewer,Eckley
Ambrose Sloper,Increase Blake
Thomas Urann,William McAlpine
Cyrus Baldwin,William Greenleaf
Benjamin Clarke,John Randall
Henry Broomfield,Moses Gill
Capt Cazneau,Isaac Pearce Jr
Adam Collson,Henry Purkitt
Archibald MacNeil,Joshua Wyeth
Henry Purkitt,Thomas Melville
John Russell,Eckley
Nathaniel Barber,William Molineux
Seth Chipman,William Bell
John Peters,Samuel Gore
Joshua Wyeth,Thomas Chase
Herman Brimmer,John Winthrop
Samuel Moody,Wait Gray
John Hancock,John Marson
John Spurr,Samuel Fenno
Joseph Warren,William Davis
John Marlton,Samuel Moody
Edward Proctor,John Russell
Benjamin Simpson,William Russell
Archibald MacNeil,Nathaniel Barber
Phineas Stearns,Samuel Gore
Eben Symmes,Isaac Pearce Jr
Joseph Eayres,William Greenleaf
Thomas Peck,Thomas Young
Thomas Urann,Eckley
Stephen Bruce,William Hendley
Benjamin Burton,Samuel Howard
James Graham,John Hoffins
Bos Foster,Martin Brimmer
Gabriel Johonnott,Jonathan Stoddard
George Hewes,Gilbert Colesworthy
John Crane,Phineas Stearns
Samuel Adams,Samuel Phillips
Thomas Bolter,Thomas Bradlee
John Whitten,William McAlpine
Henry Stanbridge,William McAlpine
Joseph Warren,Richard Boynton
Nathaniel Frothingham,Thomas Hunstable
Eliphelet Newell,Josiah Wheeler
John Spurr,Josiah Wheeler
Anthony Morse,Joseph Palmer
Henry Prentiss,Moses Grant
Peter Boyer,Sam Partridge
Israel Obear,Phillip Lewis
Asa Stoddard,John Symmes
John Ballard,Thomas Chase
Ambrose Ferrell,William Burbeck
Nathaniel Hitchborn,Richard Pulling
John Peters,Robert Sessions
John Randall,Nathaniel Frothingham
Benjamin Burton,Nathaniel Frothingham
Adam Collson,Gilbert Colesworthy
Lendall Pitts,Samuel Foster
John Marson,Nathaniel Barber
John Merrit,Jonathan Stoddard
William Greenleaf,William Whitwell
Henry Bass,Newn Greenough
John Hicks,Joseph Roby
Richard Pulling,William Gould
Joseph Eaton,Thomas Moore
John Jenkins,Josiah Flagg
William Hendley,William Pierce
Benjamin Church,Nathaniel Barber
Samuel Cooper,Samuel Dexter
Benjamin Church,John Boit
James Swan,Joseph Mountford
Abiel Ruddock,Gibbens Sharp
Benjamin Austin,Thomas Chase
Lendall Pitts,Thomas Bolter
Jonathan Hunnewell,Richard Hunnewell
James Otis,John Winslow
Capt MacKintosh,Thomas Young
John Symmes,William Molineux
John Lowell,Thomas Chrysty
Edward Cailleteau,James Seward
Benjamin Waldo,Samuel Adams
Moses Grant,William Whitwell
Nathaniel Greene,Thomas Porter
Ebenezer Stevens,Joshua Wyeth
Phillip Lewis,Thomas Webster
Benjamin Waldo,John Pulling
Nicholas Campbell,Thomas Bradlee
Joseph Eayres,Richard Hunnewell
Thomas Young,William Hickling
James Swan,William Hoskins
Cyrus Baldwin,Peter Boyer
Adam Collson,Joseph Mountford
John Pitts,Martin Brimmer
Joseph Eaton,Robert Davis
Asa Stoddard,John Boit
Caleb Davis,Eben Hancock
John May,John Peters
Oliver Wendell,William Phillips
Joseph Warren,Nathaniel Barber
John Pulling,Jonathan Mason
Job Prince,Oliver Wendell
Josiah Quincy,Nathaniel Appleton
Phillip Lewis,William Wingfield
Amos Lincoln,Anthony Morse
Eben Symmes,John Boit
Benjamin Clarke,Richard Hunnewell
Fortesque Vernon,William Greenleaf
John Winthrop,Jonathan Stoddard
John Pulling,Samuel Pitts
David Kinnison,Nathaniel Greene
Samuel Hammond,Thomas Bolter
Henry Welles,Nicholls
Joseph Eayres,Joseph Palmer
Eliphelet Newell,Thomas Chase
Samuel Barrett,William Burbeck
John Gammell,Richard Hunnewell
John Peters,Samuel Peck
Joseph Payson,Thomas Spear
Moses Gill,Peter Boyer
Seth Chipman,William Gould
James Ivers,Samuel Barrett
John Hicks,Nathaniel Bradlee
Peter Slater,Eckley
Adam Collson,Richard Palms
Herman Brimmer,Thomas Roylson
John Marlton,William Burbeck
Peter Boyer,Samuel Pitts
Adam Collson,Gibbens Sharp
Elias Parkman,Newn Greenough
John Hancock,Jonathan Williams
James Graham,John Jenkins
Henry Purkitt,Samuel Sprague
John Sigourney,Joseph Warren
George Hewes,William Hendley
Josiah Wheeler,Moses Grant
Benjamin Burton,Benjamin Simpson
Elias Parkman,Isaac Pearce
Jeremiah Williams,Thomas Melville
Josiah Wheeler,Thomas Machin
Benjamin Edes,Edward Proctor
Nathaniel Holmes,William Hoskins
John Hicks,Thomas Spear
Jonathan Hunnewell,Thomas Williams
Amos Lincoln,Henry Bass
Joseph Mountford,Thomas Bolter
Samuel Fenno,Thomas Porter
Alexander Inglish,George Bray
Elisha Story,Henry Purkitt
Joseph Greenleaf,Moses Grant
Lendall Pitts,Samuel Peck
Samuel Cooper,Samuel Hammond
Herman Brimmer,James Foster Condy
James Starr,John Cochran
John Ballard,Thomas Young
John Crane,Thomas Hunstable
Thomas Milliken,William Gould
Ambrose Ferrell,William Wingfield
Matthew Loring,William Molineux
Caleb Davis,Edward Proctor
Moses Deshon,Thomas Webster
Philip Tabor,Wait Gray
John Prince,Joseph Mountford
Adam Collson,James Foster Condy
Henry Broomfield,John Hancock
James Graham,Jefferds
Anthony Morse,Samuel Barnard
Benjamin Waldo,Nathaniel Barber
Abraham Hunt,Edward Proctor
Peter Slater,Thomas Machin
Nathaniel Willis,Thomas Bolter
John Bradford,Samuel Adams
Jos Brackett,Thomas Roylson
Hugh Brown,William Wingfield
James Graham,John Phillips
James Foster Condy,Jos Brackett
Pierce Isaac,Thomas Chase
Enoch Brown,James Ivers
Israel Obear,Samuel Moody
Samuel Adams,Thomas Young
Gibbens Sharp,Perez Morton
Benjamin Clarke,Joseph Eaton
John Bradford,John Winthrop
Joseph Greenleaf,Moses Gill
James Otis,Nathaniel Appleton
Elisha Story,John Boit
Caleb Hopkins,Joseph Eayres
John Cochran,Paul Revere
Henry Welles,John Avery
Adam Collson,Thomas Peck
Nathaniel Barber,Richard Boynton
George Bray,Gilbert Ash
Benjamin Austin,Bos Foster
John Jenkins,Seth Chipman
Job Prince,Richard Boynton
Job Prince,Samuel Whitwell
Joseph Eayres,Newn Greenough
Edward Dolbear,Jonathan Parker
Joseph Shed,Samuel Foster
Wait Gray,William Burbeck
David Kinnison,Samuel Gore
Joshua Wyeth,Samuel Foster
Capt MacKintosh,Joseph Palmer
Capt MacKintosh,Richard Hunnewell
Amos Lincoln,Gershom Collier
Eben Johnston,John Winthrop
Capt Cazneau,Thomas Peck
Increase Blake,John Phillips
Ambrose Sloper,John Jenkins
Henry Bass,John Crane
Abiel Ruddock,Peter Boyer
Edward Cailleteau,William Ham
Joseph Eayres,William Etheridge
Edward Howe,Henry Purkitt
Elisha Story,Isaac Pearce
Nathaniel Barber,William Russell
Capt MacKintosh,James Starr
Samuel Howard,William Pierce
Ambrose Ferrell,James Seward
Eben Symmes,Jonathan Stoddard
Edward Howe,John Cochran
James Foster Condy,Thomas Melville
John Cochran,Samuel Hobbs
Samuel Austin,William Davis
Increase Blake,Jefferds
Josiah Bradlee,Nathaniel Greene
John Hoffins,John Marlton
Gilbert Ash,William Wingfield
John Cochran,Nathaniel Willis
Benjamin Waldo,Paul Revere
John Randall,Samuel Fenno
John Russell,Jonathan Hunnewell
Moses Grant,Nathaniel Greene
Benjamin Edes,Samuel Emmes
Joseph Lee,Matthew Loring
Joseph Roby,Nathaniel Greene
Capt MacKintosh,Thomas Bolter
Joseph Mountford,Lendall Pitts
Joseph Lee,Josiah Bradlee
John Lambert,Samuel Adams
Samuel Pitts,William Phillips
John Phillips,Philip Tabor
Richard Palms,Thomas Urann
Paul Revere,Eckley
John Brown,Newn Greenough
Abiel Ruddock,Adam Collson
Eben Johnston,Jos Brackett
Gibbens Sharp,Isaac Pearce
John Sweetser,Thomas Young
Gibbens Sharp,Jonathan Stoddard
Benjamin Kent,Joseph Greenleaf
Isaac Pearce Jr,Joseph Warren
Nathaniel Willis,Samuel Fenno
Benjamin Burt,Thomas Tileston
James Starr,John Prince
Samuel Hobbs,William Hendley
James Ivers,John Pulling
Josiah Bradlee,Matthew Loring
James Foster Condy,Thomas Kimball
Anthony Morse,John Gammell
Joseph Eayres,Joseph Mountford
Abraham Hunt,Ebenezer Stevens
John Lambert,William Cooper
John Peters,Nathaniel Frothingham
Gershom Collier,John May
Edward Proctor,Nathaniel Holmes
Ambrose Sloper,Paul Revere
John Winthrop,Thomas Urann
Edward Dolbear,Samuel Howard
Joseph Greenleaf,Richard Boynton
Benjamin Clarke,Eliphelet Newell
Caleb Davis,Jos Brackett
Samuel Adams,William Hoskins
John Gammell,Nathaniel Greene
Enoch Brown,Thomas Marshall
Elias Parkman,William Whitwell
James Foster Condy,Thomas Urann
Henry Purkitt,John Hicks
Ebenezer Stevens,James Foster Condy
John Whitten,Phillip Lewis
Hugh Brown,William Palfrey
Anthony Morse,Nathaniel Greene
John Whitten,Phillip Marett
Joseph Lee,Joseph Roby
Cyrus Baldwin,Edward Davis
Perez Morton,Thomas Chase
Ebenezer Stevens,Nathaniel Frothingham
Edward Burbeck,William Ham
John Sigourney,Thomas Young
Edward Proctor,Robert Davis
Henry Welles,Wait Gray
James Bewer,Thomas Hunstable
Joshua Wyeth,Thomas Urann
Elisha Story,Nathaniel Willis
James Otis,John Lambert
Joseph Roby,William Etheridge
Joseph Warren,Walter Kerr
Capt MacKintosh,William Molineux
Benjamin Simpson,Henry Bass
Jonathan Hunnewell,William Russell
Lendall Pitts,Thomas Urann
Joseph Palmer,William Molineux
Edward Howe,Samuel Howard
Caleb Hopkins,John Pulling
Israel Obear,Thomas Crafts
James Starr,Joseph Eayres
Eben Hancock,Nat Noyces
Moses Grant,Samuel Cooper
Benjamin Austin,Oliver Wendell
Edward Cailleteau,Thomas Crafts
Edward Proctor,Samuel Sprague
Ezra Collins,William Palfrey
Benjamin Simpson,Gilbert Colesworthy
Archibald MacNeil,Josiah Wheeler
Benjamin Simpson,Joseph Eayres
Benjamin Waldo,Bos Foster
Phineas Stearns,Thomas Moore
John Prince,Joseph Lee
Adam Collson,Dr Allen
John Phillips,Joseph Warren
Benjamin Clarke,Edward Howe
Ebenezer Stevens,Gershom Collier
James Swan,Nathaniel Bradlee
Edward Howe,John Prince
Joseph Mountford,Moses Grant
Nathaniel Holmes,William Breck
Elias Parkman,Perez Morton
Gibbens Sharp,James Swan
Benjamin Simpson,William Etheridge
Abraham Hunt,Jonathan Parker
David Kinnison,Thomas Bolter
John Spurr,Samuel Peck
Joseph Warren,Peter Boyer
Adam Collson,Capt Cazneau
Jonathan Hunnewell,Peter Slater
Gibbens Sharp,William Hickling
Benjamin Burton,Josiah Wheeler
Ambrose Ferrell,Thomas Webster
Nathaniel Holmes,William Hickling
Joshua Wyeth,Samuel Barnard
Ambrose Ferrell,John Whitten
John Peters,Peter Slater
Edward Howe,Eckley
Capt Cazneau,Paul Revere
John Randall,Nathaniel Willis
David Bradlee,John Russell
Benjamin Austin,William Greenleaf
Adam Collson,David Kinnison
Abiel Ruddock,John Sigourney
John Hooton,Samuel Hobbs
James Seward,Jefferds
Phillip Lewis,Nicholls
Daniel Ingersoll,James Bewer
Henry Bass,Thomas Chrysty
Henry Prentiss,Joseph Lee
Jos Brackett,Samuel Barrett
Benjamin Church,James Foster Condy
Edward Dolbear,James Starr
John Pitts,Newn Greenough
Edward Howe,Joshua Wyeth
James Foster Condy,John Peters
Benjamin Austin,Eben Hancock
Thomas Crafts,William Wingfield
John Hicks,John Russell
John Hooton,Nathaniel Willis
Joseph Eaton,Josiah Wheeler
Benjamin Church,Henry Bass
Benjamin Burton,Gershom Collier
Amos Lincoln,Thomas Chase
Joseph Eaton,Matthew Loring
James Seward,Joseph Warren
George Bray,John Jenkins
Paul Revere,Thomas Fleet
Gilbert Colesworthy,James Swan
Elias Parkman,Joseph Warren
David Bradlee,Moses Grant
John Hoffins,Peter Doyle
Samuel Barnard,William Russell
James Seward,Thomas Milliken
John Sigourney,Moses Grant
Edward Burbeck,Nathaniel Hitchborn
Paul Revere,Thomas Hunstable
Jonathan Mason,Nathaniel Barber
Wait Gray,Walter Kerr
Capt MacKintosh,Joseph Payson
Henry Purkitt,James Swan
Benjamin Burt,William Hickling
Lendall Pitts,Peter Slater
Benjamin Burt,John Lowell
Abraham Hunt,John Russell
Henry Stanbridge,Jefferds
Asa Stoddard,John Merrit
Thomas Urann,Jefferds
David Kinnison,Matthew Loring
Joshua Wyeth,Thomas Hunstable
David Kinnison,Henry Purkitt
Fortesque Vernon,Jos Brackett
Joseph Field,Thomas Chase
Ambrose Sloper,Joseph Webb
Josiah Flagg,Samuel Barrett
David Kinnison,Lendall Pitts
Isaac Pearce Jr,Mr Chadwell
Fortesque Vernon,Paul Revere
James Bewer,Nicholas Campbell
John Hooton,Jonathan Hunnewell
James Foster Condy,Matthew Loring
Henry Bass,William Molineux
Eben Symmes,John Adams
John Brown,Richard Boynton
Benjamin Clarke,Eckley
Anthony Morse,Ebenezer Stevens
Dr Allen,Nathaniel Barber
Joseph Greenleaf,Josiah Quincy
Amos Lincoln,John Peters
John Spurr,Thomas Urann
John Cochran,Thomas Williams
Edward Davis,Herman Brimmer
Eliphelet Newell,Thomas Urann
Henry Purkitt,Jeremiah Williams
John Spurr,Paul Revere
Ebenezer Stevens,Samuel Peck
Jeremiah Williams,John Prince
Gilbert Ash,William Gould
James Foster Condy,Thomas Young
John Pulling,Jonathan Stoddard
Isaac Pearce,Thomas Chrysty
Matthew Loring,Thomas Porter
Henry Prentiss,William Hendley
John Sigourney,Thomas Hitchborn
Gilbert Ash,Thomas Webster
Increase Blake,Thomas Urann
James Foster Condy,Nathaniel Holmes
Eben Johnston,Moses Grant
John Jenkins,Phillip Lewis
Thomas Urann,William Breck
David Kinnison,Thomas Spear
Henry Bass,John Adams
Samuel Howard,Eckley
Benjamin Austin,Cyrus Baldwin
Henry Bass,Henry Welles
John Russell,Matthew Loring
John Hooton,Joseph Eaton
Samuel Hobbs,Thomas Chase
Samuel Adams,Thomas Urann
James Graham,William Wingfield
Edward Proctor,James Swan
Joseph Greenleaf,William Phillips
Nathaniel Barber,Thomas Urann
Henry Purkitt,John Cochran
George Bray,Thomas Crafts
Ambrose Ferrell,William McAlpine
Phillip Lewis,William Gould
John Cochran,John Hicks
Edward Dolbear,Thomas Machin
John Russell,Thomas Bradlee
Capt MacKintosh,Samuel Hobbs
Dr Allen,Edward Proctor
Nathaniel Barber,William Greenleaf
Nathaniel Willis,Nicholas Campbell
Nathaniel Hitchborn,Walter Kerr
Samuel Cooper,Thomas Melville
Ezra Collins,Philip Tabor
Edward Howe,Phineas Stearns
Jeremiah Williams,Jonathan Hunnewell
Jonathan Hunnewell,Nathaniel Willis
John Hoffins,Samuel Moody
Phillip Marett,Samuel Barrett
Samuel Moody,Nicholls
Robert Sessions,William Hendley
Samuel Gore,Eckley
Daniel Ingersoll,Thomas Machin
Benjamin Austin,Charles Jarvis
James Swan,John Matchett
Nathaniel Barber,Nathaniel Bradlee
Elias Parkman,John Boit
Edward Howe,William Etheridge
Henry Broomfield,Pierce Isaac
Capt MacKintosh,Thomas Chase
Ezekiel Cheever,John Pitts
Jeremiah Williams,Thomas Bolter
Hugh Brown,Thomas Urann
Gilbert Colesworthy,Samuel Sprague
Matthew Loring,Samuel Sprague
Ezekiel Cheever,Martin Brimmer
Isaac Pearce Jr,John Merrit
Ezekiel Cheever,Gabriel Johonnott
John Crane,Jonathan Parker
Nathaniel Barber,Samuel Foster
Samuel Barrett,Samuel Moody
Edward Proctor,Ezekiel Cheever
Hugh Brown,Joseph Warren
Benjamin Clarke,Jonathan Parker
David Kinnison,Thomas Young
Moses Gill,Samuel Barrett
Benjamin Waldo,Jonathan Williams
Edward Cailleteau,Henry Stanbridge
Asa Stoddard,Elias Parkman
John Boit,Mr Chadwell
Josiah Bradlee,Paul Revere
Benjamin Clarke,Samuel Fenno
Phineas Stearns,Thomas Hunstable
Gabriel Johonnott,William Hickling
John Lowell,Richard Palms
Robert Davis,Thomas Young
Henry Bass,John May
Benjamin Kent,Joseph Warren
Moses Deshon,William Wingfield
John Ballard,Samuel White
John Gammell,Thomas Machin
John Brown,Samuel Adams
Richard Boynton,William Powell
Benjamin Simpson,John Gammell
Abiel Ruddock,Elisha Story
Isaac Pearce Jr,Thomas Peck
Capt MacKintosh,Joseph Lee
Nathaniel Barber,William Dennie
Gilbert Colesworthy,Nathaniel Willis
David Kinnison,Jeremiah Williams
Caleb Hopkins,Richard Boynton
Josiah Bradlee,Thomas Hunstable
Joseph Roby,Samuel Gore
Joseph Warren,William Burbeck
Edward Dolbear,Richard Hunnewell
Alexander Inglish,Henry Stanbridge
Increase Blake,Seth Chipman
Gilbert Colesworthy,Josiah Wheeler
Moses Gill,Paul Revere
Nathaniel Greene,Samuel Gore
Alexander Inglish,John Whitten
Elisha Story,John Lowell
Nathaniel Frothingham,Robert Davis
Thomas Tileston,Thomas Urann
Thomas Bradlee,Thomas Porter
Ebenezer Stevens,Gilbert Colesworthy
Edward Dolbear,Matthew Loring
Edward Proctor,John Cochran
Nathaniel Greene,William Russell
Joseph Warren,Royall Tyler
Henry Bass,Samuel Hobbs
George Bray,James Seward
Isaac Pearce,Richard Palms
John Ballard,John Boit
John Crane,Jonathan Hunnewell
Caleb Champney,John Boit
Caleb Hopkins,Paul Revere
Alexander Inglish,Ambrose Sloper
Samuel Cooper,Thomas Moore
Nathaniel Willis,Samuel Hammond
William Bell,William Ham
Bos Foster,Fortesque Vernon
James Swan,Thomas Hitchborn
Henry Purkitt,Samuel Foster
John Hooton,Robert Davis
Nathaniel Hitchborn,William Bell
Benjamin Simpson,Elisha Story
Samuel Peck,William Burbeck
Caleb Hopkins,John Hancock
Gabriel Johonnott,Richard Palms
Samuel Adams,Thomas Hitchborn
Paul Revere,Samuel Barnard
Oliver Wendell,Samuel Whitwell
John Peters,Thomas Machin
Seth Chipman,William McAlpine
John Cochran,Lendall Pitts
Gabriel Johonnott,John Pulling
Henry Bass,Paul Revere
Anthony Morse,Robert Sessions
Ambrose Sloper,Israel Obear
Elisha Story,John Spurr
James Foster Condy,Jonathan Hunnewell
Elisha Story,Joseph Payson
Thomas Chase,Thomas Hitchborn
John May,John Spurr
Nathaniel Barber,Eckley
Paul Revere,William Gould
John Gammell,Matthew Loring
John Crane,Lendall Pitts
John Sigourney,Perez Morton
Elisha Callendar,Nicholls
Gershom Collier,William Etheridge
Adam Collson,Peter Slater
Samuel Barnard,Thomas Bradlee
Alexander Hill,John Sweetser
Henry Bass,Mr Chadwell
Joseph Lee,Thomas Moore
Caleb Champney,James Swan
Benjamin Austin,Samuel Adams
Nathaniel Barber,Richard Palms
Ezekiel Cheever,Samuel Emmes
Adam Collson,John Randall
Robert Davis,Samuel Foster
Elisha Story,Thomas Bolter
John Crane,Samuel Hobbs
Benjamin Austin,Nathaniel Barber
Thomas Machin,Thomas Porter
Edward Potter,Thomas Milliken
Richard Hunnewell,William Pierce
Benjamin Simpson,Thomas Bradlee
David Kinnison,Gilbert Colesworthy
Adam Collson,William Hickling
Benjamin Clarke,Matthew Loring
Anthony Morse,Joshua Wyeth
Adam Collson,Robert Davis
Henry Bass,Lendall Pitts
Benjamin Burt,Thomas Kimball
Alexander Inglish,Samuel Peck
Henry Bass,John Brown
Amos Lincoln,Richard Hunnewell
Joseph Eayres,Thomas Bradlee
Abraham Hunt,James Foster Condy
Capt MacKintosh,Elisha Story
Edward Howe,John Randall
Eben Hancock,Joseph Warren
James Foster Condy,Thomas Spear
Benjamin Kent,John Sigourney
Thomas Chase,William Russell
Joseph Webb,Thomas Crafts
Paul Revere,William Burbeck
Joseph Greenleaf,Thomas Young
Edward Jarvis,Henry Stanbridge
Gilbert Colesworthy,Jonathan Hunnewell
Samuel Hobbs,William Molineux
Asa Stoddard,John Matchett
Joseph Eayres,Samuel Hobbs
Archibald MacNeil,James Bewer
Benjamin Waldo,Caleb Hopkins
Benjamin Waldo,William Davis
Hugh Brown,William McAlpine
John Peters,Joseph Payson
Nathaniel Holmes,Thomas Young
Henry Bass,Nathaniel Appleton
Nathaniel Barber,William Pierce
Jonathan Stoddard,Thomas Peck
John Prince,Nathaniel Bradlee
John Winthrop,Moses Gill
Benjamin Burton,Thomas Spear
Ebenezer Stevens,Joseph Palmer
Jonathan Stoddard,Paul Revere
Abiel Ruddock,William Greenleaf
Benjamin Clarke,Gilbert Colesworthy
Benjamin Edes,Joseph Field
Edward Potter,John Hoffins
Anthony Morse,Robert Davis
James Graham,Thomas Crafts
Benjamin Kent,Perez Morton
Mr Chadwell,Thomas Hitchborn
John Hooton,Lendall Pitts
John Matchett,Perez Morton
John Spurr,Joshua Wyeth
Samuel Howard,William Hendley
John Randall,Thomas Young
Richard Boynton,Samuel Austin
Jeremiah Williams,Matthew Loring
Gilbert Ash,Samuel Peck
Joseph Mountford,William Pierce
Caleb Hopkins,James Ivers
Joseph Eaton,Nicholas Campbell
Perez Morton,Thomas Peck
Josiah Quincy,Thomas Dawes
Henry Prentiss,Peter Slater
Edward Howe,Peter Slater
Mr Chadwell,Nathaniel Barber
Gershom Collier,Henry Bass
Adam Collson,Nathaniel Appleton
Benjamin Waldo,Samuel Barrett
Ezekiel Cheever,Thomas Kimball
Edward Potter,William Ham
Jeremiah Williams,Nathaniel Frothingham
Josiah Bradlee,Thomas Bolter
Charles Jarvis,Jonathan Williams
Benjamin Burt,William Breck
Edward Proctor,Thomas Porter
Anthony Morse,Josiah Wheeler
Capt MacKintosh,Gilbert Colesworthy
Nathaniel Appleton,Thomas Kimball
Benjamin Burton,William Hendley
Abraham Hunt,Thomas Williams
Nathaniel Barber,Stephen Bruce
